: زمان افعال
نازک نازکتر پلید پلیدتر
نازک نازکتر احمق احمق‌تر
نازک نازکتر باهوش باهوش‌تر
نازک نازکتر ساده ساده‌تر
نازک نازکتر زرنگ زرنگ‌تر
نازک نازکتر زیرک زیرک‌تر
نازک نازکتر خشن خشن‌تر
نازک نازکتر بزرگ بزرگتر
نازک نازکتر کوچک کوچکتر
نازک نازکتر راحت راحت‌تر
نازک نازکتر نرم نرم‌تر
نازک نازکتر سخت سخت‌تر
نازک نازکتر گرم گرم‌تر
نازک نازکتر سرد سردتر
نازک نازکتر دانا داناتر
نازک نازکتر توانا تواناتر
نازک نازکتر پسندیده پسندیده‌تر
نازک نازکتر سودمند سودمندتر
نازک نازکتر رها رهاتر
نازک نازکتر زشت زشت‌تر
نازک نازکتر داغ داغ‌تر
نازک نازکتر پیچیده پیچیده‌تر
نازک نازکتر محکم محکم‌تر
نازک نازکتر قوی قوی‌تر
نازک نازکتر روشن روشن‌تر
نازک نازکتر تاریک تاریک‌تر
نازک نازکتر دقیق دقیق‌تر
نازک نازکتر ظریف ظریف‌تر
نازک نازکتر طولانی طولانی‌تر
نازک نازکتر پست پست‌تر
نازک نازکتر مریض مریض‌تر
نازک نازکتر سالم سالم‌تر
نازک نازکتر غم‌انگیز غم‌انگیزتر
نازک نازکتر شجاع شجاع‌تر
نازک نازکتر دلیر دلیرتر
نازک نازکتر آزاد آزادتر
نازک نازکتر خسته خسته‌تر
زخیم زخیم‌تر ﻿خوب خوب‌تر
زخیم زخیم‌تر بد بدتر
زخیم زخیم‌تر شاد شادتر
زخیم زخیم‌تر زیبا زیباتر
زخیم زخیم‌تر مهربان مهربان‌تر
زخیم زخیم‌تر تمیز تمیزتر
زخیم زخیم‌تر کثیف کثیف‌تر
زخیم زخیم‌تر بلند بلندتر
زخیم زخیم‌تر کوتاه کوتاه‌تر
زخیم زخیم‌تر چاق چاق‌تر
زخیم زخیم‌تر لاغر لاغرتر
زخیم زخیم‌تر نازک نازکتر
زخیم زخیم‌تر پهن پهن‌تر
زخیم زخیم‌تر ترسناک ترسناک‌تر
زخیم زخیم‌تر خوشحال خوشحال‌تر
زخیم زخیم‌تر پلید پلیدتر
زخیم زخیم‌تر احمق احمق‌تر
زخیم زخیم‌تر باهوش باهوش‌تر
زخیم زخیم‌تر ساده ساده‌تر
زخیم زخیم‌تر زرنگ زرنگ‌تر
زخیم زخیم‌تر زیرک زیرک‌تر
زخیم زخیم‌تر خشن خشن‌تر
زخیم زخیم‌تر بزرگ بزرگتر
زخیم زخیم‌تر کوچک کوچکتر
زخیم زخیم‌تر راحت راحت‌تر
زخیم زخیم‌تر نرم نرم‌تر
زخیم زخیم‌تر سخت سخت‌تر
زخیم زخیم‌تر گرم گرم‌تر
زخیم زخیم‌تر سرد سردتر
زخیم زخیم‌تر دانا داناتر
زخیم زخیم‌تر توانا تواناتر
زخیم زخیم‌تر پسندیده پسندیده‌تر
زخیم زخیم‌تر سودمند سودمندتر
زخیم زخیم‌تر رها رهاتر
زخیم زخیم‌تر زشت زشت‌تر
زخیم زخیم‌تر داغ داغ‌تر
زخیم زخیم‌تر پیچیده پیچیده‌تر
زخیم زخیم‌تر محکم محکم‌تر
زخیم زخیم‌تر قوی قوی‌تر
زخیم زخیم‌تر روشن روشن‌تر
زخیم زخیم‌تر تاریک تاریک‌تر
زخیم زخیم‌تر دقیق دقیق‌تر
زخیم زخیم‌تر ظریف ظریف‌تر
زخیم زخیم‌تر طولانی طولانی‌تر
زخیم زخیم‌تر پست پست‌تر
زخیم زخیم‌تر مریض مریض‌تر
زخیم زخیم‌تر سالم سالم‌تر
زخیم زخیم‌تر غم‌انگیز غم‌انگیزتر
زخیم زخیم‌تر شجاع شجاع‌تر
زخیم زخیم‌تر دلیر دلیرتر
زخیم زخیم‌تر آزاد آزادتر
زخیم زخیم‌تر خسته خسته‌تر
پهن پهن‌تر ﻿خوب خوب‌تر
پهن پهن‌تر بد بدتر
پهن پهن‌تر شاد شادتر
پهن پهن‌تر زیبا زیباتر
پهن پهن‌تر مهربان مهربان‌تر
پهن پهن‌تر تمیز تمیزتر
پهن پهن‌تر کثیف کثیف‌تر
پهن پهن‌تر بلند بلندتر
پهن پهن‌تر کوتاه کوتاه‌تر
پهن پهن‌تر چاق چاق‌تر
پهن پهن‌تر لاغر لاغرتر
پهن پهن‌تر نازک نازکتر
پهن پهن‌تر زخیم زخیم‌تر
پهن پهن‌تر ترسناک ترسناک‌تر
پهن پهن‌تر خوشحال خوشحال‌تر
پهن پهن‌تر پلید پلیدتر
پهن پهن‌تر احمق احمق‌تر
پهن پهن‌تر باهوش باهوش‌تر
پهن پهن‌تر ساده ساده‌تر
پهن پهن‌تر زرنگ زرنگ‌تر
پهن پهن‌تر زیرک زیرک‌تر
پهن پهن‌تر خشن خشن‌تر
پهن پهن‌تر بزرگ بزرگتر
پهن پهن‌تر کوچک کوچکتر
پهن پهن‌تر راحت راحت‌تر
پهن پهن‌تر نرم نرم‌تر
پهن پهن‌تر سخت سخت‌تر
پهن پهن‌تر گرم گرم‌تر
پهن پهن‌تر سرد سردتر
پهن پهن‌تر دانا داناتر
پهن پهن‌تر توانا تواناتر
پهن پهن‌تر پسندیده پسندیده‌تر
پهن پهن‌تر سودمند سودمندتر
پهن پهن‌تر رها رهاتر
پهن پهن‌تر زشت زشت‌تر
پهن پهن‌تر داغ داغ‌تر
پهن پهن‌تر پیچیده پیچیده‌تر
پهن پهن‌تر محکم محکم‌تر
پهن پهن‌تر قوی قوی‌تر
پهن پهن‌تر روشن روشن‌تر
پهن پهن‌تر تاریک تاریک‌تر
پهن پهن‌تر دقیق دقیق‌تر
پهن پهن‌تر ظریف ظریف‌تر
پهن پهن‌تر طولانی طولانی‌تر
پهن پهن‌تر پست پست‌تر
پهن پهن‌تر مریض مریض‌تر
پهن پهن‌تر سالم سالم‌تر
پهن پهن‌تر غم‌انگیز غم‌انگیزتر
پهن پهن‌تر شجاع شجاع‌تر
پهن پهن‌تر دلیر دلیرتر
پهن پهن‌تر آزاد آزادتر
پهن پهن‌تر خسته خسته‌تر
ترسناک ترسناک‌تر ﻿خوب خوب‌تر
ترسناک ترسناک‌تر بد بدتر
ترسناک ترسناک‌تر شاد شادتر
ترسناک ترسناک‌تر زیبا زیباتر
ترسناک ترسناک‌تر مهربان مهربان‌تر
ترسناک ترسناک‌تر تمیز تمیزتر
ترسناک ترسناک‌تر کثیف کثیف‌تر
ترسناک ترسناک‌تر بلند بلندتر
ترسناک ترسناک‌تر کوتاه کوتاه‌تر
ترسناک ترسناک‌تر چاق چاق‌تر
ترسناک ترسناک‌تر لاغر لاغرتر
ترسناک ترسناک‌تر نازک نازکتر
ترسناک ترسناک‌تر زخیم زخیم‌تر
ترسناک ترسناک‌تر پهن پهن‌تر
ترسناک ترسناک‌تر خوشحال خوشحال‌تر
ترسناک ترسناک‌تر پلید پلیدتر
ترسناک ترسناک‌تر احمق احمق‌تر
ترسناک ترسناک‌تر باهوش باهوش‌تر
ترسناک ترسناک‌تر ساده ساده‌تر
ترسناک ترسناک‌تر زرنگ زرنگ‌تر
ترسناک ترسناک‌تر زیرک زیرک‌تر
ترسناک ترسناک‌تر خشن خشن‌تر
ترسناک ترسناک‌تر بزرگ بزرگتر
ترسناک ترسناک‌تر کوچک کوچکتر
ترسناک ترسناک‌تر راحت راحت‌تر
ترسناک ترسناک‌تر نرم نرم‌تر
ترسناک ترسناک‌تر سخت سخت‌تر
ترسناک ترسناک‌تر گرم گرم‌تر
ترسناک ترسناک‌تر سرد سردتر
ترسناک ترسناک‌تر دانا داناتر
ترسناک ترسناک‌تر توانا تواناتر
ترسناک ترسناک‌تر پسندیده پسندیده‌تر
ترسناک ترسناک‌تر سودمند سودمندتر
ترسناک ترسناک‌تر رها رهاتر
ترسناک ترسناک‌تر زشت زشت‌تر
ترسناک ترسناک‌تر داغ داغ‌تر
ترسناک ترسناک‌تر پیچیده پیچیده‌تر
ترسناک ترسناک‌تر محکم محکم‌تر
ترسناک ترسناک‌تر قوی قوی‌تر
ترسناک ترسناک‌تر روشن روشن‌تر
ترسناک ترسناک‌تر تاریک تاریک‌تر
ترسناک ترسناک‌تر دقیق دقیق‌تر
ترسناک ترسناک‌تر ظریف ظریف‌تر
ترسناک ترسناک‌تر طولانی طولانی‌تر
ترسناک ترسناک‌تر پست پست‌تر
ترسناک ترسناک‌تر مریض مریض‌تر
ترسناک ترسناک‌تر سالم سالم‌تر
ترسناک ترسناک‌تر غم‌انگیز غم‌انگیزتر
ترسناک ترسناک‌تر شجاع شجاع‌تر
ترسناک ترسناک‌تر دلیر دلیرتر
ترسناک ترسناک‌تر آزاد آزادتر
ترسناک ترسناک‌تر خسته خسته‌تر
خوشحال خوشحال‌تر ﻿خوب خوب‌تر
خوشحال خوشحال‌تر بد بدتر
خوشحال خوشحال‌تر شاد شادتر
خوشحال خوشحال‌تر زیبا زیباتر
خوشحال خوشحال‌تر مهربان مهربان‌تر
خوشحال خوشحال‌تر تمیز تمیزتر
خوشحال خوشحال‌تر کثیف کثیف‌تر
خوشحال خوشحال‌تر بلند بلندتر
خوشحال خوشحال‌تر کوتاه کوتاه‌تر
خوشحال خوشحال‌تر چاق چاق‌تر
خوشحال خوشحال‌تر لاغر لاغرتر
خوشحال خوشحال‌تر نازک نازکتر
خوشحال خوشحال‌تر زخیم زخیم‌تر
خوشحال خوشحال‌تر پهن پهن‌تر
خوشحال خوشحال‌تر ترسناک ترسناک‌تر
خوشحال خوشحال‌تر پلید پلیدتر
خوشحال خوشحال‌تر احمق احمق‌تر
خوشحال خوشحال‌تر باهوش باهوش‌تر
خوشحال خوشحال‌تر ساده ساده‌تر
خوشحال خوشحال‌تر زرنگ زرنگ‌تر
خوشحال خوشحال‌تر زیرک زیرک‌تر
خوشحال خوشحال‌تر خشن خشن‌تر
خوشحال خوشحال‌تر بزرگ بزرگتر
خوشحال خوشحال‌تر کوچک کوچکتر
خوشحال خوشحال‌تر راحت راحت‌تر
خوشحال خوشحال‌تر نرم نرم‌تر
خوشحال خوشحال‌تر سخت سخت‌تر
خوشحال خوشحال‌تر گرم گرم‌تر
خوشحال خوشحال‌تر سرد سردتر
خوشحال خوشحال‌تر دانا داناتر
خوشحال خوشحال‌تر توانا تواناتر
خوشحال خوشحال‌تر پسندیده پسندیده‌تر
خوشحال خوشحال‌تر سودمند سودمندتر
خوشحال خوشحال‌تر رها رهاتر
خوشحال خوشحال‌تر زشت زشت‌تر
خوشحال خوشحال‌تر داغ داغ‌تر
خوشحال خوشحال‌تر پیچیده پیچیده‌تر
خوشحال خوشحال‌تر محکم محکم‌تر
خوشحال خوشحال‌تر قوی قوی‌تر
خوشحال خوشحال‌تر روشن روشن‌تر
خوشحال خوشحال‌تر تاریک تاریک‌تر
خوشحال خوشحال‌تر دقیق دقیق‌تر
خوشحال خوشحال‌تر ظریف ظریف‌تر
خوشحال خوشحال‌تر طولانی طولانی‌تر
خوشحال خوشحال‌تر پست پست‌تر
خوشحال خوشحال‌تر مریض مریض‌تر
خوشحال خوشحال‌تر سالم سالم‌تر
خوشحال خوشحال‌تر غم‌انگیز غم‌انگیزتر
خوشحال خوشحال‌تر شجاع شجاع‌تر
خوشحال خوشحال‌تر دلیر دلیرتر
خوشحال خوشحال‌تر آزاد آزادتر
خوشحال خوشحال‌تر خسته خسته‌تر
پلید پلیدتر ﻿خوب خوب‌تر
پلید پلیدتر بد بدتر
پلید پلیدتر شاد شادتر
پلید پلیدتر زیبا زیباتر
پلید پلیدتر مهربان مهربان‌تر
پلید پلیدتر تمیز تمیزتر
پلید پلیدتر کثیف کثیف‌تر
پلید پلیدتر بلند بلندتر
پلید پلیدتر کوتاه کوتاه‌تر
پلید پلیدتر چاق چاق‌تر
پلید پلیدتر لاغر لاغرتر
پلید پلیدتر نازک نازکتر
پلید پلیدتر زخیم زخیم‌تر
پلید پلیدتر پهن پهن‌تر
پلید پلیدتر ترسناک ترسناک‌تر
پلید پلیدتر خوشحال خوشحال‌تر
پلید پلیدتر احمق احمق‌تر
پلید پلیدتر باهوش باهوش‌تر
پلید پلیدتر ساده ساده‌تر
پلید پلیدتر زرنگ زرنگ‌تر
پلید پلیدتر زیرک زیرک‌تر
پلید پلیدتر خشن خشن‌تر
پلید پلیدتر بزرگ بزرگتر
پلید پلیدتر کوچک کوچکتر
پلید پلیدتر راحت راحت‌تر
پلید پلیدتر نرم نرم‌تر
پلید پلیدتر سخت سخت‌تر
پلید پلیدتر گرم گرم‌تر
پلید پلیدتر سرد سردتر
پلید پلیدتر دانا داناتر
